project.data_product_final.productid,project.data_product_final.total_quantity,project.data_product_final.total_amount,project.data_product_final.numberof_customers
125151,4,387.0,2
125153,8,862.75,4
125154,3,378.0,2
125155,15,1484.75,9
125156,1,NULL,1
125157,9,806.25,5
125158,14,1005.7199707,6
125159,2,NULL,1
125160,10,868.75,5
125161,7,451.75,4
125162,9,895.0,6
125163,13,756.5,6
125174,3,42.5400009155,1
125176,4,NULL,2
125177,2,NULL,1
125180,1,NULL,1
125186,2,270.0,1
125192,2,378.0,1
125196,12,340.739990234,6
125198,9,179.700012207,5
125199,1,NULL,1
125201,4,157.259994507,2
125203,3,194.700012207,1
125205,1,NULL,1
125206,1,NULL,1
125212,2,90.0,1
125213,1,NULL,1
125214,4,279.970001221,2
125215,1,55.0,1
125217,9,900.0,3
125219,10,1653.9699707,5
125221,2,100.0,1
125223,1,NULL,1
125229,3,165.0,1
125230,3,150.0,2
125235,12,506.25,4
125236,11,569.940002441,5
125237,4,150.0,3
125238,1,NULL,1
125240,7,89.9700012207,3
125252,3,120.0,1
125256,3,230.0,2
125259,1,55.0,1
125270,1,92.0,1
125272,4,NULL,1
125273,2,NULL,1
125274,2,NULL,1
125276,6,257.639984131,3
125280,2,NULL,2
125281,3,NULL,2
125282,2,NULL,1
125284,3,359.970001221,1
125285,10,NULL,6
125288,1,60.0,1
125291,4,120.0,2
125292,6,544.5,2
125295,7,269.970001221,2
125298,4,181.13999939,2
125300,4,NULL,2
125301,3,359.970001221,1
125317,2,NULL,1
125319,2,NULL,1
125320,1,NULL,1
125324,2,190.0,1
125334,1,NULL,1
125336,2,NULL,1
125337,1,112.0,1
125338,3,NULL,2
125341,7,578.279968262,2
125344,1,390.0,1
125345,2,NULL,1
125347,3,NULL,2
125348,6,2341.35009766,2
125350,2,702.0,1
125351,2,744.0,1
125353,3,976.5,1
125357,3,1409.39990234,1
125360,2,NULL,1
125361,4,123.75,2
125363,4,179.700012207,2
125364,3,165.0,1
125367,1,75.0,1
125370,4,NULL,2
125372,3,202.470001221,1
125373,5,890.760009766,2
125375,2,NULL,1
125382,3,180.0,1
125383,1,NULL,1
125392,6,900.0,2
125394,1,NULL,1
125396,1,NULL,1
125402,5,1043.45996094,2
125404,1,NULL,1
125408,11,1808.7199707,4
125409,2,NULL,1
125411,2,NULL,1
125413,1,NULL,1
125414,5,763.969970703,2
125415,3,179.970001221,1
125416,8,239.970001221,4
125418,4,NULL,1
125419,15,919.880004883,7
125424,9,869.25,2
125426,5,267.0,2
125427,6,267.75,3
125433,1,NULL,1
125434,2,NULL,1
125436,4,415.5,2
125438,4,NULL,2
125445,3,194.970001221,1
125447,2,200.0,1
125449,2,180.0,1
125457,1,NULL,1
125462,2,NULL,1
125466,4,NULL,1
125467,6,NULL,2
125469,4,NULL,1
125472,3,NULL,2
125476,6,598.5,2
125478,2,238.0,1
125479,15,1154.0,6
125481,3,301.5,1
125482,2,NULL,1
125483,3,172.799987793,1
125485,3,477.0,1
125486,5,240.61000061,2
125487,2,110.0,1
125488,1,NULL,1
125490,3,206.099990845,1
125493,8,368.399993896,3
125494,9,120.0,4
125495,7,264.679992676,3
125498,1,45.0,1
125522,13,1348.61999512,6
125523,14,1222.94995117,5
125524,5,291.839996338,2
125525,6,NULL,4
125526,1,180.0,1
125527,11,NULL,7
125528,3,314.760009766,1
125529,2,NULL,1
125530,1,NULL,1
125542,2,NULL,1
125543,5,359.970001221,2
125551,11,524.940002441,5
125552,1,NULL,1
125553,5,284.970001221,3
125554,8,539.970031738,5
125557,5,234.0,3
125558,2,118.0,1
125563,2,NULL,1
125564,6,216.0,2
125565,2,NULL,1
125566,9,1196.25,2
125568,1,NULL,1
125580,5,600.0,2
125586,2,318.0,1
125593,3,225.0,1
125596,1,NULL,1
125597,10,1542.75,6
125598,2,NULL,1
125599,1,110.0,1
125605,10,840.0,5
125607,3,270.0,2
125608,3,715.0,2
125609,12,630.0,7
125610,4,419.970001221,2
125611,2,210.0,1
125612,1,140.0,1
125615,8,446.25,3
125618,1,NULL,1
125619,1,120.0,1
125620,4,360.0,2
125623,3,315.0,1
125630,1,NULL,1
125631,3,337.5,1
125641,3,315.0,1
125661,3,276.0,1
125662,3,312.0,1
125667,2,NULL,1
125669,2,NULL,1
125673,1,NULL,1
125674,15,1390.0,6
125676,12,1950.75,4
125677,6,290.25,3
125684,2,204.0,1
125689,4,218.25,2
125692,2,NULL,1
125698,6,17.7600002289,3
125699,2,NULL,1
125700,15,35.5200004578,5
125702,1,NULL,1
125703,6,61.1999969482,2
125704,3,645.0,1
125706,2,NULL,1
125707,2,NULL,1
125709,2,NULL,2
125711,2,NULL,1
125855,3,270.0,2
125859,6,716.970031738,2
125862,6,539.699951172,3
125865,6,149.0,5
125866,15,1270.75,6
125873,2,178.0,1
125876,2,150.0,1
125879,24,68.1299972534,11
125880,13,103.440002441,4
125881,3,22.4699993134,1
125883,4,26.9699993134,2
125884,3,29.9699993134,1
125886,3,225.0,1
125887,6,450.0,4
125888,1,NULL,1
125889,5,357.0,2
125890,3,359.760009766,1
125898,4,NULL,2
125899,1,160.0,1
125900,3,NULL,2
125901,2,NULL,1
125902,5,292.5,2
125903,6,490.5,1
125905,1,NULL,1
125906,1,NULL,1
125907,1,NULL,1
125909,5,416.5,3
125910,1,105.0,1
125911,5,NULL,3
125913,5,312.75,2
125917,9,787.5,5
125919,2,210.0,1
125920,6,326.25,3
125922,9,725.0,5
125923,3,345.0,1
125924,1,NULL,1
125925,7,742.469970703,3
125926,3,NULL,2
125927,1,NULL,1
125928,6,194.970001221,3
125931,1,NULL,1
125932,4,185.63999939,2
125943,3,141.0,1
125944,2,NULL,1
125948,3,216.0,1
125949,3,194.639984131,1
125950,8,630.75,4
125951,5,615.75,2
125953,3,187.5,1
125954,1,NULL,1
125956,1,NULL,1
125966,2,NULL,1
125968,2,172.0,1
125970,3,142.5,1
125971,2,NULL,1
125973,3,283.470001221,1
125974,2,NULL,1
125976,2,NULL,1
125980,11,833.0,6
125981,2,576.0,2
125982,3,335.25,1
125983,2,NULL,1
125984,11,1838.25,5
125985,2,NULL,1
125986,2,NULL,1
125988,4,222.75,2
125989,18,1903.9699707,8
125990,13,981.75,6
126026,2,NULL,1
126028,5,39.0,2
126029,3,NULL,2
126035,2,78.0,1
126039,2,138.0,1
126041,1,NULL,1
126043,1,139.0,1
126046,3,99.0,2
126047,1,NULL,1
126050,6,485.75,3
126051,3,129.0,2
126055,2,130.0,1
126059,2,NULL,1
126060,3,237.0,1
126066,3,457.0,2
126067,2,NULL,1
126071,6,864.0,2
126076,4,NULL,2
126077,3,237.0,1
126078,9,1143.44995117,2
126081,3,NULL,2
126083,5,297.0,2
126084,3,20.25,1
126085,3,22.5,1
126086,2,20.0,1
126087,2,30.0,1
126090,1,NULL,1
126091,2,NULL,2
126092,1,NULL,1
126117,1,76.0,1
126134,2,NULL,1
126139,5,240.0,3
126140,2,1794.0,1
126141,4,270.0,2
126142,6,168.720001221,3
126143,1,60.0,1
126147,4,NULL,2
126161,4,516.0,2
126176,1,NULL,1
126179,1,30.0,1
126180,3,NULL,2
126181,4,70.0,3
126182,3,90.0,1
126183,1,30.0,1
126185,3,75.0,1
126186,1,NULL,1
126188,1,30.0,1
126195,3,90.0,1
126196,7,225.0,3
126201,1,NULL,1
126204,1,30.0,1
126206,7,140.0,4
126208,3,299.700012207,1
126264,2,NULL,1
126265,6,244.13999939,2
126271,7,450.0,3
126298,2,94.0,1
126312,3,269.970001221,1
126315,14,652.440002441,7
126316,4,211.5,2
126317,3,299.970001221,1
126321,4,380.0,2
126331,4,202.470001221,2
126341,2,260.0,1
126375,3,NULL,2
126378,6,900.0,3
126380,11,1302.5,5
126382,4,529.0,3
126383,3,630.0,2
126384,4,390.0,3
126385,6,150.0,4
126386,3,3447.0,1
126387,13,1912.4699707,7
126390,3,191.25,1
126392,3,NULL,2
126394,5,337.5,2
126396,2,NULL,1
126398,22,3477.5,9
126399,4,477.5,2
126405,13,0.0,7
126415,2,NULL,1
126423,4,420.0,2
126424,2,NULL,1
126425,17,1525.0,7
126426,3,292.5,1
126427,11,1242.0,7
126428,17,1703.0,9
126432,4,375.0,2
126433,2,NULL,1
126436,3,447.75,1
126449,4,260.0,2
126458,2,260.0,1
126483,3,225.0,1
126485,3,157.259994507,1
126487,3,178.5,1
126493,5,525.0,2
126497,4,220.0,2
126498,2,NULL,2
126504,3,267.0,1
126516,2,NULL,1
126522,1,570.0,1
126532,36,156.569992065,17
126546,10,26.9399986267,3
126547,7,17.9699993134,3
126554,5,NULL,3
126556,25,67.3799972534,12
126557,1,0.0,1
126558,3,NULL,2
126585,2,158.0,1
126591,2,NULL,1
126594,1,65.0,1
126595,1,NULL,1
126597,10,570.0,4
126605,1,NULL,1
126648,1,54.0,1
126649,7,262.440002441,3
126656,2,990.0,1
126657,4,123.720001221,2
126660,2,NULL,1
126661,2,NULL,1
126665,5,933.0,2
126666,1,NULL,1
126668,1,NULL,1
126673,1,NULL,1
126674,1,NULL,1
126675,2,NULL,1
126678,10,NULL,6
126679,3,134.970001221,1
126694,3,247.259994507,1
126698,5,375.0,3
126699,4,310.0,2
126700,5,583.0,2
126701,3,112.5,1
126718,3,NULL,2
126719,9,2058.75,5
126734,3,171.0,1
126739,2,NULL,1
126740,2,NULL,1
126741,2,NULL,1
126749,3,357.75,1
126751,3,20.2199993134,1
126752,1,NULL,1
126759,3,90.0,2
126763,2,NULL,1
126769,1,109.0,1
126771,2,NULL,1
126774,5,1633.75,3
126775,19,1424.9699707,9
126776,8,454.470001221,3
126777,4,168.75,2
126778,2,NULL,1
126791,1,45.0,1
126805,3,41.6399993896,1
126811,1,NULL,1
126813,4,NULL,1
126820,1,0.0,1
126822,3,44.7600021362,1
126824,2,NULL,1
126849,4,20.0,2
126852,5,20.0,3
126853,1,NULL,1
126854,3,36.0,1
126856,7,30.0,4
126863,1,NULL,1
126865,3,194.970001221,1
126866,2,NULL,1
126867,5,194.970001221,3
126870,1,NULL,1
126874,2,NULL,1
126878,3,94.5,1
126879,5,22.5,2
126882,1,NULL,1
126883,1,55.0,1
126884,2,NULL,1
126886,24,1778.5,11
126887,14,831.25,6
126889,7,165.0,4
126890,6,57.0,3
126891,3,24.5400009155,1
126893,2,NULL,1
126894,3,41.0999984741,1
126895,13,102.779998779,5
126896,3,33.0,1
126897,2,NULL,1
126898,7,75.0,3
126899,1,NULL,1
126900,10,58.5,3
126901,3,45.0,1
126905,7,49.5,3
126907,6,58.5,1
126908,2,NULL,1
126909,2,24.0,1
126911,4,NULL,1
126912,8,20.25,4
126913,2,12.0,1
126914,3,NULL,2
126922,3,180.0,1
126938,1,NULL,1
126947,2,NULL,1
126950,5,102.0,2
126952,13,110.5,5
126953,12,87.75,5
126955,2,150.0,1
126956,4,195.0,2
126957,3,255.0,1
126958,3,2028.0,1
126959,3,89.0,2
126976,2,28.0,1
126977,4,42.0,2
126980,3,29.0400009155,1
126988,1,30.0,1
127011,1,185.0,1
127016,2,238.0,1
127018,4,157.259994507,2
127019,2,110.0,1
127021,8,718.700012207,4
127022,5,821.359985352,2
127027,7,419.400024414,3
127028,3,NULL,2
127029,6,209.700012207,3
127030,11,546.66003418,4
127031,7,209.970001221,5
127035,2,NULL,1
127036,2,NULL,1
127037,8,NULL,5
127039,6,179.759994507,3
127041,2,NULL,1
127043,19,745.770019531,7
127045,5,251.700012207,2
127046,10,419.729980469,4
127049,2,NULL,1
127055,8,494.010009766,3
127056,2,NULL,1
127057,1,NULL,1
127058,4,858.059936523,2
127059,6,757.08001709,3
127062,4,209.970001221,2
127063,2,NULL,1
127065,3,299.970001221,1
127068,5,NULL,2
127070,3,313.950012207,1
127076,3,282.0,1
127077,2,NULL,1
127085,2,NULL,1
127086,3,231.75,1
127087,2,231.0,1
127091,3,243.0,1
127097,2,NULL,1
127100,9,616.25,4
127101,3,303.75,1
127103,7,258.75,3
127104,1,95.0,1
127105,8,517.5,3
127108,7,329.970001221,3
127109,3,1986.0,1
127119,1,NULL,1
127120,3,452.0,2
127134,1,NULL,1
127138,1,NULL,1
127139,3,660.0,1
127153,1,NULL,1
127157,3,225.0,2
127158,2,192.0,1
127159,1,NULL,1
127160,3,258.75,1
127164,11,610.599975586,5
127165,3,225.0,2
127170,5,269.970001221,3
127172,7,480.0,3
127173,5,675.0,2
127181,2,180.0,1
127182,5,209.970001221,2
127183,4,160.0,2
127184,2,180.0,1
127208,2,150.0,1
127213,2,188.0,1
127232,2,NULL,1
127248,1,NULL,1
127249,8,715.0,4
127252,2,272.0,1
127253,3,270.0,1
127255,2,NULL,1
127256,3,405.0,1
127259,10,1109.93994141,4
127263,5,650.0,2
127264,5,330.0,3
127268,1,165.0,1
127269,8,725.239990234,5
127270,2,270.0,2
127276,2,60.0,1
127291,8,462.0,5
127299,2,170.0,1
127306,1,NULL,1
127362,10,1228.38000488,4
127363,2,NULL,2
127369,1,NULL,1
127370,7,4023.0,3
127372,2,150.0,1
127373,1,75.0,1
127378,3,145.0,2
127389,1,NULL,1
127399,3,202.5,1
127413,5,220.470001221,3
127414,6,191.220001221,3
127415,3,254.970001221,1
127416,4,NULL,1
127417,5,51.5400009155,2
127419,2,NULL,1
127421,6,603.75,2
127424,1,NULL,1
127429,15,947.720031738,6
127440,4,360.0,2
127446,3,180.0,1
127447,2,NULL,1
127451,1,NULL,1
127453,1,NULL,1
127455,1,NULL,1
127566,9,234.960006714,3
127573,2,NULL,1
127574,2,NULL,1
127575,1,NULL,1
127580,19,690.0,8
127582,7,918.5,3
127584,2,NULL,1
127585,13,805.5,5
127586,3,100.0,2
127587,7,292.5,3
127588,3,NULL,2
127589,16,970.820007324,7
127591,4,NULL,3
127592,4,NULL,2
127594,5,1491.0,3
127596,4,364.0,2
127597,2,190.0,1
127611,2,550.0,1
127614,3,719.640014648,1
127624,3,405.0,1
127628,1,NULL,1
127629,2,NULL,1
127630,4,179.970001221,2
127636,1,35.0,1
127643,1,NULL,1
127670,2,98.0,1
127681,2,1332.0,1
127683,8,85.0,5
127686,2,NULL,1
127690,3,299.970001221,1
127693,2,NULL,1
127698,3,429.0,1
127701,2,NULL,1
127703,3,555.0,1
127706,2,NULL,1
127712,1,65.0,1
127752,2,130.0,1
127756,2,NULL,1
127759,3,191.25,1
127775,3,168.75,1
127776,1,NULL,1
127786,1,NULL,1
127789,2,126.0,1
127802,2,NULL,1
127803,3,174.299987793,1
127829,7,373.720001221,4
127830,17,797.5,10
127831,3,345.0,1
127841,2,12.0,2
127842,1,NULL,1
127845,1,NULL,1
127847,1,20.0,1
127848,1,NULL,1
127849,4,44.0,3
127856,2,24.0,1
127862,1,12.0,1
127863,2,24.0,1
127864,4,31.5,2
127866,1,12.0,1
127886,4,106.0,2
127991,6,899.970031738,2
128029,1,NULL,1
128046,1,NULL,1
128078,13,3276.4699707,7
128079,13,2049.9699707,6
128100,1,NULL,1
128109,4,198.0,2
128228,1,NULL,1
128233,10,269.970001221,5
128245,15,840.0,6
128247,1,NULL,1
128248,4,311.5,2
128258,3,94.4700012207,1
128279,2,NULL,1
128283,2,NULL,1
128300,14,1169.93994141,5
128317,3,NULL,2
128320,1,NULL,1
128384,2,NULL,1
128386,4,112.5,2
128388,1,88.0,1
128616,2,94.0,1
128621,3,83.2200012207,1
128772,5,117.0,2
129267,3,1128.0,1
129284,4,328.0,2
129305,2,NULL,1
129308,3,242.730010986,1
129312,21,1469.9699707,9
129313,5,210.0,2
